Index,Sentence,Options,CorrectIndex,Label
13167,"Your 20s are the best time of your life, enjoy it while it lasts.","311,94,251,162",94,B
13168,"Your 20s are the best time of your life, enjoy it while it lasts.","218,214,106,95",95,D
13169,"Your 20s are the best time of your life, enjoy it while it lasts.","96,108,227,113",96,A
13170,"Your 20s are the best time of your life, enjoy it while it lasts.","97,141,128,306",97,A
13171,"Your 20s are the best time of your life, enjoy it while it lasts.","313,7,68,99",99,D
13172,"Your 20s are the best time of your life, enjoy it while it lasts.","183,101,315,306",101,B
13173,"Your 20s are the best time of your life, enjoy it while it lasts.","286,124,277,102",102,D
13174,"Your 20s are the best time of your life, enjoy it while it lasts.","103,181,41,19",103,A
13175,"Your 20s are the best time of your life, enjoy it while it lasts.","15,261,132,104",104,D
13176,"Your 20s are the best time of your life, enjoy it while it lasts.","261,105,206,202",105,B
13177,"You wouldn't have these options once you move across the country, so work hard while you are here.","123,25,109,98",98,D
13178,"You wouldn't have these options once you move across the country, so work hard while you are here.","155,34,94,289",94,C
13179,"You wouldn't have these options once you move across the country, so work hard while you are here.","95,177,263,311",95,A
13180,"You wouldn't have these options once you move across the country, so work hard while you are here.","180,96,31,218",96,B
13181,"You wouldn't have these options once you move across the country, so work hard while you are here.","64,97,12,193",97,B
13182,"You wouldn't have these options once you move across the country, so work hard while you are here.","122,210,99,338",99,C
13183,"You wouldn't have these options once you move across the country, so work hard while you are here.","163,100,300,32",100,B
13184,"You wouldn't have these options once you move across the country, so work hard while you are here.","314,102,193,32",102,B
13185,"You wouldn't have these options once you move across the country, so work hard while you are here.","132,103,128,15",103,B
13186,"You wouldn't have these options once you move across the country, so work hard while you are here.","104,38,168,7",104,A
13187,"You wouldn't have these options once you move across the country, so work hard while you are here.","233,57,105,169",105,C
13188,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","260,98,297,190",98,B
13189,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","94,325,44,81",94,A
13190,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","185,39,95,178",95,C
13191,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","96,117,66,283",96,A
13192,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","28,106,97,41",97,C
13193,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","210,300,99,242",99,C
13194,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","100,122,264,155",100,A
13195,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","101,257,56,273",101,A
13196,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","281,16,103,45",103,C
13197,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","182,314,44,104",104,D
13198,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","313,105,213,39",105,B
13199,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"116,98,222,233",98,B
13200,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"203,252,15,94",94,D
13201,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"249,325,19,95",95,D
13202,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"309,81,179,96",96,D
13203,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"141,328,118,97",97,D
13204,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"89,99,279,152",99,B
13205,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"108,195,115,100",100,D
13206,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"0,178,101,200",101,C
13207,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"102,18,81,321",102,A
13208,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"206,104,318,27",104,B
13209,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"23,134,105,84",105,C
13210,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"184,98,93,130",98,B
13211,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"174,94,112,251",94,B
13212,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"85,95,31,196",95,B
13213,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"188,59,209,96",96,D
13214,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"237,173,58,97",97,D
13215,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"135,88,99,207",99,C
13216,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"8,204,100,242",100,C
13217,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"101,170,287,224",101,A
13218,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"49,272,69,102",102,D
13219,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"310,103,208,85",103,B
13220,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"105,122,147,78",105,A
13221,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"98,111,154,288",98,A
13222,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"290,254,94,264",94,C
13223,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"302,118,95,318",95,C
13224,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"96,308,75,290",96,A
13225,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"97,174,201,258",97,A
13226,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"339,175,34,99",99,D
13227,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"255,22,174,100",100,D
13228,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"242,206,101,174",101,C
13229,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"293,229,125,102",102,D
13230,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"304,310,103,277",103,C
